ID,"Party Name","Party Address",Route,"Order Date",Type
4459,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2025-09-18,Complete
4458,"K T C","KTC ANJANAFARM",LIMBAYAT,2025-09-18,Complete
4457,"JANAK KUMAR ","216 AATMANAND",SONAL,2025-09-18,Complete
4456,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2025-09-18,Complete
4455,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-09-18,Complete
4454,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-09-18,Complete
4453,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2025-09-18,Complete
4452,"URVI IMPEX",DHARAM,SONAL,2025-09-18,Complete
4451,"NISHIKA LACE","211 JARI KASAB",LIMBAYAT,2025-09-18,Complete
4450,CASH,CASH,BHATAR,2025-09-18,Complete
4449,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2025-09-18,Complete
4448,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2025-09-18,Complete
4447,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-18,Complete
4446,"AASHAPURI LACE","38 LALWALA",SONAL,2025-09-18,Complete
4445,"GANESH LACE","78 THAKOR NAGAR",SONAL,2025-09-18,Complete
4444,"SAI LACE","92 sonal 1st flor",SONAL,2025-09-18,Complete
4443,"RADHE KRISHNA LACE","63 CHIMANI TEKRO",LIMBAYAT,2025-09-17,Complete
4442,CASH,CASH,BHATAR,2025-09-17,Complete
4441,"AKSHAY NARROW (KHATODRA)","4/11 1 ST FLOOR  KHATODRA",LIMBAYAT,2025-09-17,Complete
4440,"GURUDEV LACE","169 JAY NARAYAN",LIMBAYAT,2025-09-17,Complete
4439,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-17,Complete
4438,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-09-17,Complete
4437,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-09-17,Complete
4436,"SAI LACE","92 sonal 1st flor",SONAL,2025-09-17,Complete
4435,"NANA MASTER","NANA BHAI",LIMBAYAT,2025-09-17,Complete
4434,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2025-09-17,Complete
4433,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2025-09-17,Complete
4432,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2025-09-17,Complete
4431,"URVI IMPEX",DHARAM,SONAL,2025-09-17,Complete
4430,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-09-17,Complete
4429,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2025-09-17,Complete
4428,"GREEN FEATHER (175)","175 YAMUNA",LIMBAYAT,2025-09-17,Complete
4427,CASH,CASH,BHATAR,2025-09-17,Complete
4426,"GANESH LACE","78 THAKOR NAGAR",SONAL,2025-09-17,Complete
4425,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2025-09-17,Complete
4424,CASH,CASH,BHATAR,2025-09-17,Complete
4423,CASH,CASH,BHATAR,2025-09-16,Complete
4422,"GANESH LACE","78 THAKOR NAGAR",SONAL,2025-09-16,Complete
4421,"DARPAN LACE","9 VISHAL",BHATAR,2025-09-16,Complete
4420,"URVI IMPEX",DHARAM,SONAL,2025-09-16,Complete
4419,CASH,CASH,BHATAR,2025-09-16,Complete
4418,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2025-09-16,Complete
4417,"SILVER LACE","53 LALWALA ",SONAL,2025-09-16,Complete
4416,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-09-16,Complete
4415,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-09-16,Complete
4414,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-09-16,Complete
4413,"AASHAPURI LACE","38 LALWALA",SONAL,2025-09-16,Complete
4412,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2025-09-16,Complete
4411,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2025-09-16,Complete
4410,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-16,Complete
4409,"MAYURI LACE(SAKTI)","80 SAKTINAGAR",SONAL,2025-09-16,Complete
4408,"YASI IMPEX","61 SONAL",SONAL,2025-09-16,Complete
4407,"BHAVINI CREATION","69 NAVSARJAN",BHATAR,2025-09-15,Complete
4406,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2025-09-15,Complete
4405,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2025-09-15,Complete
4404,"RISHIKA CREATION","200 JAGANNATH ",BHATAR,2025-09-15,Complete
4403,CASH,CASH,BHATAR,2025-09-15,Complete
4402,CASH,CASH,BHATAR,2025-09-15,Complete
4401,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-15,Complete
4400,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-09-15,Complete
4399,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-09-15,Complete
4398,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2025-09-15,Complete
4397,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2025-09-15,Complete
4396,"AKSHAY NARROW (KHATODRA)","4/11 1 ST FLOOR  KHATODRA",LIMBAYAT,2025-09-15,Complete
4395,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2025-09-15,Complete
4394,CASH,CASH,BHATAR,2025-09-15,Complete
4393,"NEHA CREATION","91-92 SONAL",SONAL,2025-09-15,Complete
4392,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2025-09-15,Complete
4391,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-09-15,Complete
4390,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2025-09-15,Complete
4389,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2025-09-15,Complete
4388,CASH,CASH,BHATAR,2025-09-15,Complete
4387,"AUMKAR ETERPRISE","200 AMIBICA",SONAL,2025-09-15,Complete
4386,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-09-15,Complete
4385,"SAI LACE","92 sonal 1st flor",SONAL,2025-09-13,Complete
4384,CASH,CASH,BHATAR,2025-09-13,Complete
4383,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2025-09-13,Complete
4382,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2025-09-13,Complete
4381,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2025-09-13,Complete
4380,"DIMPAL LACE","171  DIVYANAND",SONAL,2025-09-13,Complete
4379,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-13,Complete
4378,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2025-09-13,Complete
4377,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-09-13,Complete
4376,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-09-13,Complete
4375,CASH,CASH,BHATAR,2025-09-13,Complete
4374,"KHODAL ENTERPRISE","2 AMBICA",SONAL,2025-09-13,Complete
4373,"DARPAN LACE","9 VISHAL",BHATAR,2025-09-13,Complete
4372,"SILVER LACE","53 LALWALA ",SONAL,2025-09-13,Complete
4371,"URVI IMPEX",DHARAM,SONAL,2025-09-13,Complete
4370,"YASI IMPEX","61 SONAL",SONAL,2025-09-13,Complete
4369,"NANA MASTER","NANA BHAI",LIMBAYAT,2025-09-13,Complete
4368,"AKASH LACE","868 SONAL-2",SONAL,2025-09-13,Complete
4367,"NISHIKA LACE","211 JARI KASAB",LIMBAYAT,2025-09-13,Complete
4366,"GANESH LACE","78 THAKOR NAGAR",SONAL,2025-09-13,Complete
4365,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2025-09-13,Complete
4364,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2025-09-13,Complete
4363,"YASI IMPEX","61 SONAL",SONAL,2025-09-12,Complete
4362,CASH,CASH,BHATAR,2025-09-12,Complete
4361,"AASHAPURI LACE","38 LALWALA",SONAL,2025-09-12,Complete
4360,"SURYA LACE","10 NAVSARJAN",BHATAR,2025-09-12,Complete
4359,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2025-09-12,Complete
4358,"RISHIKA CREATION","200 JAGANNATH ",BHATAR,2025-09-12,Complete
4357,"GREEN FEATHER (175)","175 YAMUNA",LIMBAYAT,2025-09-12,Complete
4356,"SILVER LACE","53 LALWALA ",SONAL,2025-09-12,Complete
4355,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2025-09-12,Complete
4354,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2025-09-12,Complete
4353,"AUMKAR ETERPRISE","200 AMIBICA",SONAL,2025-09-12,Complete
4352,"KRUSHNA TEXTILE","MANILA DAYING",LIMBAYAT,2025-09-12,Complete
4351,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-09-12,Complete
4350,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-09-12,Complete
4349,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2025-09-12,Complete
4348,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2025-09-12,Complete
4347,"SAI LACE","92 sonal 1st flor",SONAL,2025-09-12,Complete
4346,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2025-09-12,Complete
4345,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-12,Complete
4344,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-12,Complete
4343,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2025-09-12,Complete
4342,"K T C","KTC ANJANAFARM",LIMBAYAT,2025-09-12,Complete
4341,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2025-09-11,Complete
4340,"DARPAN LACE","9 VISHAL",BHATAR,2025-09-11,Complete
4339,CASH,CASH,BHATAR,2025-09-11,Complete
4338,"NANA MASTER","NANA BHAI",LIMBAYAT,2025-09-11,Complete
4337,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-09-11,Complete
4336,"SAI LACE","92 sonal 1st flor",SONAL,2025-09-11,Complete
4335,"MAYURI LACE(SAKTI)","80 SAKTINAGAR",SONAL,2025-09-11,Complete
4334,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2025-09-11,Complete
4333,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2025-09-11,Complete
4332,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2025-09-11,Complete
4331,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2025-09-11,Complete
4330,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2025-09-11,Complete
4329,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-11,Complete
4328,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2025-09-11,Complete
4327,"NISHIKA LACE","211 JARI KASAB",LIMBAYAT,2025-09-10,Complete
4326,CASH,CASH,BHATAR,2025-09-10,Complete
4325,CASH,CASH,BHATAR,2025-09-10,Complete
4324,"DIMPAL LACE","171  DIVYANAND",SONAL,2025-09-10,Complete
4323,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-09-10,Complete
4322,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-09-10,Complete
4321,"URVI IMPEX",DHARAM,SONAL,2025-09-10,Complete
4320,"SILVER LACE","53 LALWALA ",SONAL,2025-09-10,Complete
4319,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-09-10,Complete
4318,"AASHAPURI LACE","38 LALWALA",SONAL,2025-09-10,Complete
4317,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-09-10,Complete
4316,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2025-09-10,Complete
4315,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2025-09-10,Complete
4314,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-10,Complete
4313,"GURUDEV LACE","169 JAY NARAYAN",LIMBAYAT,2025-09-10,Complete
4312,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2025-09-10,Complete
4311,"K T C","KTC ANJANAFARM",LIMBAYAT,2025-09-10,Complete
4310,CASH,CASH,BHATAR,2025-09-09,Complete
4309,"ASHOK TEXTILE","16,HARI OM IND,",BHATAR,2025-09-09,Complete
4308,"AASHAPURI LACE","38 LALWALA",SONAL,2025-09-09,Complete
4307,"SAI LACE","92 sonal 1st flor",SONAL,2025-09-09,Complete
4306,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2025-09-09,Complete
4305,"AKSHAY NARROW (KHATODRA)","4/11 1 ST FLOOR  KHATODRA",LIMBAYAT,2025-09-09,Complete
4304,"SAI LACE","92 sonal 1st flor",SONAL,2025-09-09,Complete
4303,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2025-09-09,Complete
4302,"AASHAPURI LACE","38 LALWALA",SONAL,2025-09-09,Complete
4301,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2025-09-09,Complete
4300,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-09-09,Complete
4299,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-09-09,Complete
4298,"URVI IMPEX",DHARAM,SONAL,2025-09-09,Complete
4297,"URVI IMPEX",DHARAM,SONAL,2025-09-09,Complete
4296,"YASI IMPEX","61 SONAL",SONAL,2025-09-09,Complete
4295,"JANAK KUMAR ","216 AATMANAND",SONAL,2025-09-09,Complete
4294,CASH,CASH,BHATAR,2025-09-09,Complete
4293,"AUMKAR ETERPRISE","200 AMIBICA",SONAL,2025-09-09,Complete
4292,"NANA MASTER","NANA BHAI",LIMBAYAT,2025-09-09,Complete
4291,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-09,Complete
4290,"NEHA CREATION","91-92 SONAL",SONAL,2025-09-09,Complete
4289,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2025-09-09,Complete
4288,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2025-09-09,Complete
4287,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-09-09,Complete
4286,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2025-09-09,Complete
4285,"KHODAL ENTERPRISE","2 AMBICA",SONAL,2025-09-09,Complete
4284,"JANAK KUMAR ","216 AATMANAND",SONAL,2025-09-08,Complete
4283,"AASHAPURI LACE","38 LALWALA",SONAL,2025-09-08,Complete
4282,"RISHIKA CREATION","200 JAGANNATH ",BHATAR,2025-09-08,Complete
4281,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-09-08,Complete
4280,"GREEN FEATHER (175)","175 YAMUNA",LIMBAYAT,2025-09-08,Complete
4279,"SILVER LACE","53 LALWALA ",SONAL,2025-09-08,Complete
4278,"DIMPAL LACE","171  DIVYANAND",SONAL,2025-09-08,Complete
4277,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2025-09-08,Complete
4276,"URVI IMPEX",DHARAM,SONAL,2025-09-08,Complete
4275,"AKSHAY NARROW (KASI)","414 KASI NAGAR GATE NO 1",SONAL,2025-09-08,Complete
4274,"AKSHAY NARROW (KHATODRA)","4/11 1 ST FLOOR  KHATODRA",LIMBAYAT,2025-09-08,Complete
4273,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2025-09-08,Complete
4272,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2025-09-08,Complete
4271,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2025-09-08,Complete
4270,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2025-09-08,Complete
4269,"GANESH LACE","78 THAKOR NAGAR",SONAL,2025-09-08,Complete
4268,CASH,CASH,BHATAR,2025-09-08,Complete
4267,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-08,Complete
4266,"NEHA CREATION","91-92 SONAL",SONAL,2025-09-08,Complete
4265,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2025-09-08,Complete
4264,"URVI IMPEX",DHARAM,SONAL,2025-09-08,Complete
4263,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2025-09-08,Complete
4262,CASH,CASH,BHATAR,2025-09-08,Complete
4261,CASH,CASH,BHATAR,2025-09-05,Complete
4260,"RISHIKA CREATION","200 JAGANNATH ",BHATAR,2025-09-05,Complete
4259,"K T C","KTC ANJANAFARM",LIMBAYAT,2025-09-05,Complete
4258,"SAI LACE","92 sonal 1st flor",SONAL,2025-09-05,Complete
4257,"AASHAPURI LACE","38 LALWALA",SONAL,2025-09-05,Complete
4256,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2025-09-05,Complete
4255,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-09-05,Complete
4254,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-09-05,Complete
4253,"URVI IMPEX",DHARAM,SONAL,2025-09-05,Complete
4252,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2025-09-05,Complete
4251,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2025-09-05,Complete
4250,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2025-09-05,Complete
4249,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-09-05,Complete
4248,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2025-09-05,Complete
4247,"ASHOK TEXTILE","16,HARI OM IND,",BHATAR,2025-09-05,Complete
4246,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2025-09-04,Complete
4245,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-09-04,Complete
4244,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-09-04,Complete
4243,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2025-09-04,Complete
4242,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-04,Complete
4241,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2025-09-04,Complete
4240,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2025-09-04,Complete
4239,"GURUDEV LACE","169 JAY NARAYAN",LIMBAYAT,2025-09-04,Complete
4238,"KHODAL ENTERPRISE","2 AMBICA",SONAL,2025-09-04,Complete
4237,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2025-09-04,Complete
4236,"YASI IMPEX","61 SONAL",SONAL,2025-09-04,Complete
4235,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2025-09-03,Complete
4234,CASH,CASH,BHATAR,2025-09-03,Complete
4233,"DARPAN LACE","9 VISHAL",BHATAR,2025-09-03,Complete
4232,CASH,CASH,BHATAR,2025-09-03,Complete
4231,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2025-09-03,Complete
4230,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2025-09-03,Complete
4229,"GANESH LACE","78 THAKOR NAGAR",SONAL,2025-09-03,Complete
4228,"SAI LACE","92 sonal 1st flor",SONAL,2025-09-03,Complete
4227,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-03,Complete
4226,"DIMPAL LACE","171  DIVYANAND",SONAL,2025-09-03,Complete
4225,"URVI IMPEX",DHARAM,SONAL,2025-09-03,Complete
4224,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-09-03,Complete
4223,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2025-09-03,Complete
4222,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2025-09-03,Complete
4221,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-09-03,Complete
4220,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2025-09-03,Complete
4219,"AASHAPURI LACE","38 LALWALA",SONAL,2025-09-03,Complete
4218,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2025-09-03,Complete
4217,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2025-09-02,Complete
4216,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2025-09-02,Complete
4215,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2025-09-02,Complete
4214,"K T C","KTC ANJANAFARM",LIMBAYAT,2025-09-02,Complete
4213,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-09-02,Complete
4212,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-09-02,Complete
4211,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2025-09-02,Complete
4210,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-02,Complete
4209,"AASHAPURI LACE","38 LALWALA",SONAL,2025-09-02,Complete
4208,"GANESH LACE","78 THAKOR NAGAR",SONAL,2025-09-02,Complete
4207,"KRUSHNA TEXTILE","MANILA DAYING",LIMBAYAT,2025-09-02,Complete
4206,"KHODAL ENTERPRISE","2 AMBICA",SONAL,2025-09-02,Complete
4205,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2025-09-01,Complete
4204,"RISHIKA CREATION","200 JAGANNATH ",BHATAR,2025-09-01,Complete
4203,CASH,CASH,BHATAR,2025-09-01,Complete
4202,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2025-09-01,Complete
4201,"DIMPAL LACE","171  DIVYANAND",SONAL,2025-09-01,Complete
4200,"AASHAPURI LACE","38 LALWALA",SONAL,2025-09-01,Complete
4199,"NISHIKA LACE","211 JARI KASAB",LIMBAYAT,2025-09-01,Complete
4198,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2025-09-01,Complete
4197,"SURYA LACE","10 NAVSARJAN",BHATAR,2025-09-01,Complete
4196,"GURUDEV LACE","169 JAY NARAYAN",LIMBAYAT,2025-09-01,Complete
4195,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-09-01,Complete
4194,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2025-09-01,Complete
4193,"GREEN FEATHER (175)","175 YAMUNA",LIMBAYAT,2025-09-01,Complete
4192,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-09-01,Complete
4191,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-09-01,Complete
4190,"RADHA LACE","158 AMBIKA",SONAL,2025-09-01,Complete
4189,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2025-09-01,Complete
4188,CASH,CASH,BHATAR,2025-09-01,Complete
4187,CASH,CASH,BHATAR,2025-09-01,Complete
4186,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2025-09-01,Complete
4185,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-09-01,Complete
4184,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2025-09-01,Complete
4183,"URVI IMPEX",DHARAM,SONAL,2025-09-01,Complete
4182,"AASHAPURI LACE","38 LALWALA",SONAL,2025-09-01,Complete
4181,"NEHA CREATION","91-92 SONAL",SONAL,2025-08-30,Complete
4180,"DARPAN LACE","9 VISHAL",BHATAR,2025-08-30,Complete
4179,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-08-30,Complete
4178,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2025-08-30,Complete
4177,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2025-08-30,Complete
4176,"K T C","KTC ANJANAFARM",LIMBAYAT,2025-08-30,Complete
4175,"URVI IMPEX",DHARAM,SONAL,2025-08-30,Complete
4174,CASH,CASH,BHATAR,2025-08-30,Complete
4173,"SURYA LACE","10 NAVSARJAN",BHATAR,2025-08-29,Complete
4172,"GANESH LACE","78 THAKOR NAGAR",SONAL,2025-08-29,Complete
4171,CASH,CASH,BHATAR,2025-08-29,Complete
4170,"URVI IMPEX",DHARAM,SONAL,2025-08-29,Complete
4169,"AKASH LACE","868 SONAL-2",SONAL,2025-08-29,Complete
4168,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2025-08-29,Complete
4167,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2025-08-29,Complete
4166,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2025-08-29,Complete
4165,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-08-29,Complete
4164,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-08-29,Complete
4163,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-08-29,Complete
4162,"GREEN FEATHER (175)","175 YAMUNA",LIMBAYAT,2025-08-29,Complete
4161,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2025-08-29,Complete
4160,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2025-08-29,Complete
4159,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-08-29,Complete
4158,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2025-08-29,Complete
4157,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2025-08-29,Complete
4156,"NISHIKA LACE","211 JARI KASAB",LIMBAYAT,2025-08-29,Complete
4155,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2025-08-28,Complete
4154,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2025-08-28,Complete
4153,"AKSHAY NARROW (KHATODRA)","4/11 1 ST FLOOR  KHATODRA",LIMBAYAT,2025-08-28,Complete
4152,"NANA MASTER","NANA BHAI",LIMBAYAT,2025-08-28,Complete
4151,"URVI IMPEX",DHARAM,SONAL,2025-08-28,Complete
4150,"DEVANSH LACE",JIVASERI,LIMBAYAT,2025-08-28,Complete
4149,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2025-08-28,Complete
4148,"MAYURI LACE(SAKTI)","80 SAKTINAGAR",SONAL,2025-08-28,Complete
4147,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2025-08-28,Complete
4146,"NISHIKA LACE","211 JARI KASAB",LIMBAYAT,2025-08-28,Complete
4145,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2025-08-28,Complete
4144,"DIMPAL LACE","171  DIVYANAND",SONAL,2025-08-28,Complete
4143,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2025-08-27,Complete
4142,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2025-08-27,Complete
4141,"KHODAL ENTERPRISE","2 AMBICA",SONAL,2025-08-27,Complete
4140,CASH,CASH,BHATAR,2025-08-27,Complete
4139,"YASI IMPEX","61 SONAL",SONAL,2025-08-27,Complete
4138,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2025-08-27,Complete
4137,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2025-08-27,Complete
4136,"URVI IMPEX",DHARAM,SONAL,2025-08-27,Complete
4135,"SURYA LACE","10 NAVSARJAN",BHATAR,2025-08-27,Complete
4134,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2025-08-27,Complete
4133,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2025-08-27,Complete
4132,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2025-08-27,Complete
