ID,"Party Name","Party Address",Route,"Order Date",Type
6090,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2026-02-14,Running
6089,"AASHAPURI LACE","38 LALWALA",SONAL,2026-02-14,Complete
6088,"MEHUL JARIWALA","45 SAI KRUPA",SONAL,2026-02-14,Complete
6087,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2026-02-14,Complete
6086,CASH,CASH,BHATAR,2026-02-14,Complete
6085,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-02-14,Complete
6084,"URVI IMPEX",DHARAM,SONAL,2026-02-14,Complete
6083,"GURUDEV LACE","169 JAY NARAYAN",LIMBAYAT,2026-02-14,Complete
6082,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-02-14,Complete
6081,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2026-02-14,Complete
6080,"VAIBHAV LACE","97 JAY NARAYAN",LIMBAYAT,2026-02-14,Complete
6079,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2026-02-14,Complete
6078,"NANA MASTER","NANA BHAI",LIMBAYAT,2026-02-14,Complete
6077,CASH,CASH,BHATAR,2026-02-14,Complete
6076,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-02-14,Complete
6075,"MAHALAXMI DORI","68 MAHALAXMI",SONAL,2026-02-13,Complete
6074,"KRUSHNA TEXTILE","MANILA DAYING",LIMBAYAT,2026-02-13,Complete
6073,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-02-13,Complete
6072,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2026-02-13,Complete
6071,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2026-02-13,Complete
6070,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2026-02-13,Complete
6069,"YASI IMPEX","61 SONAL",SONAL,2026-02-13,Complete
6068,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-02-13,Complete
6067,"AUMKAR ETERPRISE","200 AMIBICA",SONAL,2026-02-13,Complete
6066,"K T C","KTC ANJANAFARM",LIMBAYAT,2026-02-13,Complete
6065,"AASHAPURI LACE","38 LALWALA",SONAL,2026-02-13,Complete
6064,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-02-13,Complete
6063,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-02-13,Complete
6062,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2026-02-13,Complete
6061,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-02-13,Complete
6060,CASH,CASH,BHATAR,2026-02-12,Complete
6059,"NANA MASTER","NANA BHAI",LIMBAYAT,2026-02-12,Complete
6058,"SAI LACE","92 sonal 1st flor",SONAL,2026-02-12,Complete
6057,"NISHIKA LACE","211 JARI KASAB",LIMBAYAT,2026-02-12,Complete
6056,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-02-12,Complete
6055,"GANESH LACE","78 THAKOR NAGAR",SONAL,2026-02-12,Complete
6054,"KRUSHNA TEXTILE","MANILA DAYING",LIMBAYAT,2026-02-12,Complete
6053,"GURUDEV LACE","169 JAY NARAYAN",LIMBAYAT,2026-02-12,Complete
6052,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-02-12,Complete
6051,"MAHALAXMI DORI","68 MAHALAXMI",SONAL,2026-02-12,Complete
6050,"DIMPAL LACE","171  DIVYANAND",SONAL,2026-02-12,Complete
6049,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2026-02-12,Complete
6048,"AKSHAY NARROW FAB (3/11)","3/11 KHATODRA",LIMBAYAT,2026-02-12,Complete
6047,"GANESH LACE","78 THAKOR NAGAR",SONAL,2026-02-11,Complete
6046,"JANAK KUMAR ","216 AATMANAND",SONAL,2026-02-11,Complete
6045,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2026-02-11,Complete
6044,"JAY MAHALAXMI LACE","3 RAMKRISHNA",SONAL,2026-02-11,Complete
6043,"K T C","KTC ANJANAFARM",LIMBAYAT,2026-02-11,Complete
6042,"AUMKAR ETERPRISE","200 AMIBICA",SONAL,2026-02-11,Complete
6041,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2026-02-11,Complete
6040,"AKASH LACE","868 SONAL-2",SONAL,2026-02-11,Complete
6039,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2026-02-11,Complete
6038,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2026-02-11,Complete
6037,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-02-11,Complete
6036,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-02-11,Complete
6035,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-02-11,Complete
6034,"BHAVINI CREATION","69 NAVSARJAN",BHATAR,2026-02-11,Complete
6033,"NISHIKA LACE","211 JARI KASAB",LIMBAYAT,2026-02-11,Complete
6032,"URVI IMPEX",DHARAM,SONAL,2026-02-11,Complete
6031,"RADHA LACE","158 AMBIKA",SONAL,2026-02-11,Complete
6030,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-02-10,Complete
6029,"AKSHAY NARROW FAB (3/11)","3/11 KHATODRA",LIMBAYAT,2026-02-10,Complete
6028,"MAHALAXMI DORI","68 MAHALAXMI",SONAL,2026-02-10,Complete
6027,"SILVER LACE","53 LALWALA ",SONAL,2026-02-10,Complete
6026,"URVI IMPEX",DHARAM,SONAL,2026-02-10,Complete
6025,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2026-02-10,Complete
6024,"NANA MASTER","NANA BHAI",LIMBAYAT,2026-02-10,Complete
6023,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2026-02-10,Complete
6022,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-02-10,Complete
6021,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-02-10,Complete
6020,"NEHA CREATION","91-92 SONAL",SONAL,2026-02-10,Complete
6019,CASH,CASH,BHATAR,2026-02-09,Complete
6018,"DIMPAL LACE","171  DIVYANAND",SONAL,2026-02-09,Complete
6017,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-02-09,Complete
6016,"JANAK KUMAR ","216 AATMANAND",SONAL,2026-02-09,Complete
6015,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2026-02-09,Complete
6014,"YASI IMPEX","61 SONAL",SONAL,2026-02-09,Complete
6013,"GURUDEV LACE","169 JAY NARAYAN",LIMBAYAT,2026-02-09,Complete
6012,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-02-09,Complete
6011,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-02-09,Complete
6010,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-02-09,Complete
6009,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-02-09,Complete
6008,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-02-09,Complete
6007,"AASHAPURI LACE","38 LALWALA",SONAL,2026-02-09,Complete
6006,"SAI LACE","92 sonal 1st flor",SONAL,2026-02-07,Complete
6005,"NANA MASTER","NANA BHAI",LIMBAYAT,2026-02-07,Complete
6004,"NISHIKA LACE","211 JARI KASAB",LIMBAYAT,2026-02-07,Complete
6003,"K T C","KTC ANJANAFARM",LIMBAYAT,2026-02-07,Complete
6002,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2026-02-07,Complete
6001,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2026-02-07,Complete
6000,"VAIBHAV LACE","97 JAY NARAYAN",LIMBAYAT,2026-02-07,Complete
5999,"MAHALAXMI DORI","68 MAHALAXMI",SONAL,2026-02-07,Complete
5998,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-02-07,Complete
5997,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-02-07,Complete
5996,"URVI IMPEX",DHARAM,SONAL,2026-02-07,Complete
5995,"GANESH LACE","78 THAKOR NAGAR",SONAL,2026-02-07,Complete
5994,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-02-07,Complete
5993,"SURYA LACE","10 NAVSARJAN",BHATAR,2026-02-06,Complete
5992,"SILVER LACE","53 LALWALA ",SONAL,2026-02-06,Complete
5991,"URVI IMPEX",DHARAM,SONAL,2026-02-06,Complete
5990,"DIMPAL LACE","171  DIVYANAND",SONAL,2026-02-06,Complete
5989,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2026-02-06,Complete
5988,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-02-06,Complete
5987,"NANA MASTER","NANA BHAI",LIMBAYAT,2026-02-06,Complete
5986,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-02-06,Complete
5985,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-02-06,Complete
5984,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-02-06,Complete
5983,"NISHIKA LACE","211 JARI KASAB",LIMBAYAT,2026-02-06,Complete
5982,"AASHAPURI LACE","38 LALWALA",SONAL,2026-02-06,Complete
5981,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2026-02-06,Complete
5980,CASH,CASH,BHATAR,2026-02-05,Complete
5979,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2026-02-05,Complete
5978,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2026-02-05,Complete
5977,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2026-02-05,Complete
5976,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2026-02-05,Complete
5975,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2026-02-05,Complete
5974,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2026-02-05,Complete
5973,"URVI IMPEX",DHARAM,SONAL,2026-02-05,Complete
5972,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-02-05,Complete
5971,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-02-05,Complete
5970,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-02-05,Complete
5969,"SURYA LACE","10 NAVSARJAN",BHATAR,2026-02-05,Complete
5968,"PROBITY TRADERS","FULL WADI ,",BHATAR,2026-02-04,Complete
5967,CASH,CASH,BHATAR,2026-02-04,Complete
5966,"NEHA CREATION","91-92 SONAL",SONAL,2026-02-04,Complete
5965,"K T C","KTC ANJANAFARM",LIMBAYAT,2026-02-04,Complete
5964,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2026-02-04,Complete
5963,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2026-02-04,Complete
5962,"GANESH LACE","78 THAKOR NAGAR",SONAL,2026-02-04,Complete
5961,"NANA MASTER","NANA BHAI",LIMBAYAT,2026-02-04,Complete
5960,"NEHA CREATION","91-92 SONAL",SONAL,2026-02-04,Complete
5959,"AKSHAY NARROW FAB (3/11)","3/11 KHATODRA",LIMBAYAT,2026-02-04,Complete
5958,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-02-04,Complete
5957,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-02-04,Complete
5956,"MAHALAXMI DORI","68 MAHALAXMI",SONAL,2026-02-04,Complete
5955,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-02-04,Complete
5954,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-02-04,Complete
5953,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-02-04,Complete
5952,"SAI LACE","92 sonal 1st flor",SONAL,2026-02-03,Complete
5951,"YASI IMPEX","61 SONAL",SONAL,2026-02-03,Complete
5950,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2026-02-03,Complete
5949,"URVI IMPEX",DHARAM,SONAL,2026-02-03,Complete
5948,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-02-03,Complete
5947,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-02-03,Complete
5946,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2026-02-03,Complete
5945,"MAHALAXMI DORI","68 MAHALAXMI",SONAL,2026-02-03,Complete
5944,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-02-03,Complete
5943,CASH,CASH,BHATAR,2026-02-03,Complete
5942,CASH,CASH,BHATAR,2026-02-03,Complete
5941,"AUMKAR ETERPRISE","200 AMIBICA",SONAL,2026-02-02,Complete
5940,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2026-02-02,Complete
5939,"GANESH LACE","78 THAKOR NAGAR",SONAL,2026-02-02,Complete
5938,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2026-02-02,Complete
5937,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-02-02,Complete
5936,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-02-02,Complete
5935,"DIMPAL LACE","171  DIVYANAND",SONAL,2026-02-02,Complete
5934,"SAI LACE","92 sonal 1st flor",SONAL,2026-02-02,Complete
5933,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2026-02-02,Complete
5932,"KHODAL ENTERPRISE","2 AMBICA",SONAL,2026-02-02,Complete
5931,"JANAK KUMAR ","216 AATMANAND",SONAL,2026-02-02,Complete
5930,"AUMKAR ETERPRISE","200 AMIBICA",SONAL,2026-02-02,Complete
5929,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-02-02,Complete
5928,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2026-02-02,Complete
5927,"URVI IMPEX",DHARAM,SONAL,2026-02-02,Complete
5926,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2026-02-02,Complete
5925,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-02-02,Complete
5924,"NANA MASTER","NANA BHAI",LIMBAYAT,2026-02-02,Complete
5923,"GANESH LACE","78 THAKOR NAGAR",SONAL,2026-02-02,Complete
5922,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2026-01-31,Complete
5921,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-01-31,Complete
5920,"SILVER LACE","53 LALWALA ",SONAL,2026-01-31,Complete
5919,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-01-31,Complete
5918,CASH,CASH,BHATAR,2026-01-30,Complete
5917,"YASI IMPEX","61 SONAL",SONAL,2026-01-30,Complete
5916,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2026-01-30,Complete
5915,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2026-01-30,Complete
5914,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2026-01-30,Complete
5913,"K T C","KTC ANJANAFARM",LIMBAYAT,2026-01-30,Complete
5912,"NANA MASTER","NANA BHAI",LIMBAYAT,2026-01-30,Complete
5911,"URVI IMPEX",DHARAM,SONAL,2026-01-30,Complete
5910,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2026-01-30,Complete
5909,"MAHALAXMI DORI","68 MAHALAXMI",SONAL,2026-01-30,Complete
5908,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-01-30,Complete
5907,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2026-01-30,Complete
5906,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-01-30,Complete
5905,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-01-30,Complete
5904,"PROBITY TRADERS","FULL WADI ,",BHATAR,2026-01-30,Complete
5903,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2026-01-29,Complete
5902,"JANAK KUMAR ","216 AATMANAND",SONAL,2026-01-29,Complete
5901,"GANESH LACE","78 THAKOR NAGAR",SONAL,2026-01-29,Complete
5900,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-01-29,Complete
5899,CASH,CASH,BHATAR,2026-01-29,Complete
5898,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2026-01-29,Complete
5897,"RADHE KRISHNA LACE","63 CHIMANI TEKRO",LIMBAYAT,2026-01-29,Complete
5896,"AUMKAR ETERPRISE","200 AMIBICA",SONAL,2026-01-29,Complete
5895,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-01-29,Complete
5894,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-01-29,Complete
5893,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-01-29,Complete
5892,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2026-01-29,Complete
5891,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-01-29,Complete
5890,"AASHAPURI LACE","38 LALWALA",SONAL,2026-01-29,Complete
5889,"NISHIKA LACE","211 JARI KASAB",LIMBAYAT,2026-01-29,Complete
5888,"NISHIKA LACE","211 JARI KASAB",LIMBAYAT,2026-01-29,Complete
5887,"DIMPAL LACE","171  DIVYANAND",SONAL,2026-01-29,Complete
5886,CASH,CASH,BHATAR,2026-01-28,Complete
5885,"JANAK KUMAR ","216 AATMANAND",SONAL,2026-01-28,Complete
5884,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2026-01-28,Complete
5883,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2026-01-28,Complete
5882,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-01-28,Complete
5881,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2026-01-28,Complete
5880,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2026-01-28,Complete
5879,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-01-28,Complete
5878,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-01-28,Complete
5877,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2026-01-27,Complete
5876,"SHREE SAI KRUPA TEXTILE","41 RADHEKRISHNA",BHATAR,2026-01-27,Complete
5875,"K T C","KTC ANJANAFARM",LIMBAYAT,2026-01-27,Complete
5874,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-01-27,Complete
5873,"GURUDEV LACE","169 JAY NARAYAN",LIMBAYAT,2026-01-27,Complete
5872,"NEHA CREATION","91-92 SONAL",SONAL,2026-01-27,Complete
5871,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2026-01-26,Complete
5870,"AASHAPURI LACE","38 LALWALA",SONAL,2026-01-26,Complete
5869,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2026-01-26,Complete
5868,"URVI IMPEX",DHARAM,SONAL,2026-01-26,Complete
5867,"KRUSHNA TEXTILE","MANILA DAYING",LIMBAYAT,2026-01-26,Complete
5866,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2026-01-26,Complete
5865,"DIMPAL LACE","171  DIVYANAND",SONAL,2026-01-26,Complete
5864,"MAHALAXMI DORI","68 MAHALAXMI",SONAL,2026-01-26,Complete
5863,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-01-26,Complete
5862,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-01-26,Complete
5861,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-01-26,Complete
5860,"MAHALAXMI DORI","68 MAHALAXMI",SONAL,2026-01-26,Complete
5859,CASH,CASH,BHATAR,2026-01-24,Complete
5858,"K T C","KTC ANJANAFARM",LIMBAYAT,2026-01-24,Complete
5857,CASH,CASH,BHATAR,2026-01-24,Complete
5856,"URVI IMPEX",DHARAM,SONAL,2026-01-24,Complete
5855,"URVI IMPEX",DHARAM,SONAL,2026-01-24,Complete
5854,"AUMKAR ETERPRISE","200 AMIBICA",SONAL,2026-01-24,Complete
5853,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-01-24,Complete
5852,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-01-24,Complete
5851,"ASHOK TEXTILE","16,HARI OM IND,",BHATAR,2026-01-24,Complete
5850,"GANESH LACE","78 THAKOR NAGAR",SONAL,2026-01-24,Complete
5849,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2026-01-24,Complete
5848,CASH,CASH,BHATAR,2026-01-23,Complete
5847,"RADHA LACE","158 AMBIKA",SONAL,2026-01-23,Complete
5846,"GURUDEV LACE","169 JAY NARAYAN",LIMBAYAT,2026-01-23,Complete
5845,"NANA MASTER","NANA BHAI",LIMBAYAT,2026-01-23,Complete
5844,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2026-01-23,Complete
5843,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2026-01-23,Complete
5842,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-01-23,Complete
5841,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2026-01-23,Complete
5840,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-01-23,Complete
5839,"SAI LACE","92 sonal 1st flor",SONAL,2026-01-23,Complete
5838,"DARPAN LACE","9 VISHAL",BHATAR,2026-01-23,Complete
5837,"YASI IMPEX","61 SONAL",SONAL,2026-01-23,Complete
5836,"NEHA CREATION","91-92 SONAL",SONAL,2026-01-23,Complete
5835,"DIMPAL LACE","171  DIVYANAND",SONAL,2026-01-22,Complete
5834,CASH,CASH,BHATAR,2026-01-22,Complete
5833,"MAYURI LACE(BHID B)","219 BHIBHANJAN",SONAL,2026-01-22,Complete
5832,"AKSHAY NARROW FAB (3/11)","3/11 KHATODRA",LIMBAYAT,2026-01-22,Complete
5831,"K T C","KTC ANJANAFARM",LIMBAYAT,2026-01-22,Complete
5830,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2026-01-22,Complete
5829,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2026-01-22,Complete
5828,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2026-01-22,Complete
5827,"K T C","KTC ANJANAFARM",LIMBAYAT,2026-01-22,Complete
5826,"GANESH LACE","78 THAKOR NAGAR",SONAL,2026-01-22,Complete
5825,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2026-01-22,Complete
5824,"GANESH LACE","78 THAKOR NAGAR",SONAL,2026-01-21,Complete
5823,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-01-21,Complete
5822,"SAKTI LACE","11 RAMCHODNAGAR",SONAL,2026-01-21,Complete
5821,"URVI IMPEX",DHARAM,SONAL,2026-01-21,Complete
5820,"GANESH LACE","78 THAKOR NAGAR",SONAL,2026-01-21,Complete
5819,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2026-01-21,Complete
5818,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2026-01-21,Complete
5817,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2026-01-21,Complete
5816,"MAHALAXMI DORI","68 MAHALAXMI",SONAL,2026-01-21,Complete
5815,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-01-21,Complete
5814,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-01-21,Complete
5813,"SAI LACE","92 sonal 1st flor",SONAL,2026-01-21,Complete
5812,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-01-20,Complete
5811,CASH,CASH,BHATAR,2026-01-20,Complete
5810,"PROBITY TRADERS","FULL WADI ,",BHATAR,2026-01-20,Complete
5809,"MAYURI LACE(SAKTI)","80 SAKTINAGAR",SONAL,2026-01-20,Complete
5808,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2026-01-20,Complete
5807,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2026-01-20,Complete
5806,"BALAJI LACE","4/11 KHATODRA",LIMBAYAT,2026-01-19,Complete
5805,CASH,CASH,BHATAR,2026-01-19,Complete
5804,"RADHE LACE HOUSE","23 MAHAPRBHU NAGAR",LIMBAYAT,2026-01-19,Complete
5803,"GANESH LACE","78 THAKOR NAGAR",SONAL,2026-01-19,Complete
5802,CASH,CASH,BHATAR,2026-01-19,Complete
5801,"K T C","KTC ANJANAFARM",LIMBAYAT,2026-01-19,Complete
5800,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-01-19,Complete
5799,"URVI IMPEX",DHARAM,SONAL,2026-01-19,Complete
5798,"DIMPAL LACE","171  DIVYANAND",SONAL,2026-01-19,Complete
5797,"MAHALAXMI DORI","68 MAHALAXMI",SONAL,2026-01-19,Complete
5796,"YASI IMPEX","61 SONAL",SONAL,2026-01-19,Complete
5795,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-01-19,Complete
5794,"AASHAPURI LACE","38 LALWALA",SONAL,2026-01-19,Complete
5793,"DEVENDRA KINARIWALA",KHAODRA,LIMBAYAT,2026-01-17,Complete
5792,"NISHIKA LACE","211 JARI KASAB",LIMBAYAT,2026-01-17,Complete
5791,"K T C","KTC ANJANAFARM",LIMBAYAT,2026-01-17,Complete
5790,"DEVANSH LACE",JIVASERI,LIMBAYAT,2026-01-17,Complete
5789,"URVI IMPEX",DHARAM,SONAL,2026-01-17,Complete
5788,"AKSHAY NARROW FAB (3/11)","3/11 KHATODRA",LIMBAYAT,2026-01-17,Complete
5787,"GURUDEV LACE","169 JAY NARAYAN",LIMBAYAT,2026-01-17,Complete
5786,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2026-01-17,Complete
5785,"DEVANSH LACE (M)","MADHU NAGAR",LIMBAYAT,2026-01-17,Complete
5784,"KHODAL ENTERPRISE","2 AMBICA",SONAL,2026-01-17,Complete
5783,"MAHASAKTI ENTERPRISE","99- SONAL",SONAL,2026-01-17,Complete
5782,"AKASH LACE","868 SONAL-2",SONAL,2026-01-16,Complete
5781,"DIMPAL LACE","171  DIVYANAND",SONAL,2026-01-16,Complete
5780,"YASI IMPEX","61 SONAL",SONAL,2026-01-16,Complete
5779,"URVI IMPEX",DHARAM,SONAL,2026-01-16,Complete
5778,CASH,CASH,BHATAR,2026-01-16,Complete
5777,"JAY SAI HUB","CHAYA ENGINEER",SONAL,2026-01-16,Complete
5776,"K T C","KTC ANJANAFARM",LIMBAYAT,2026-01-16,Complete
5775,"K T C","KTC ANJANAFARM",LIMBAYAT,2026-01-16,Complete
5774,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2026-01-16,Complete
5773,"GREEN FEATHER (175)","175 YAMUNA",LIMBAYAT,2026-01-16,Complete
5772,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-01-16,Complete
5771,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-01-16,Complete
5770,"SHIVAY ENTERPRISE","24 MODELSCHOOL",LIMBAYAT,2026-01-16,Complete
5769,"DARPAN LACE","9 VISHAL",BHATAR,2026-01-16,Complete
5768,"MAHALAXMI DORI","68 MAHALAXMI",SONAL,2026-01-13,Complete
5767,"CHARLI CREATION","2/2939 BHARUCHAWADI",LIMBAYAT,2026-01-13,Complete
5766,"GREEN FEATHER","25 YAMUNA",LIMBAYAT,2026-01-13,Complete
5765,"DHANASSHREE CREATION","R K ESTET",LIMBAYAT,2026-01-13,Complete
5764,"BHAGYALAXMI LACE","51 MAHAPRABHU NAGAR",LIMBAYAT,2026-01-13,Complete
